Bit;SMARTS
KR3733;CCCCN
KR3734;CCCCN(CCCC)CC(=O)N
KR3735;CCCCNC=O
KR3736;CCCCNS(=O)=O
KR3737;CCCCO
KR3738;CCCCOC=O
KR3739;CCCCS
KR3740;CCCN
KR3741;CCCN(C)C
KR3742;CCCNC=O
KR3743;CCCNS(=O)=O
KR3744;CCCO
KR3745;CCCOC(=O)CO
KR3746;CCCOC=O
KR3747;CCCS(=O)(=O)O
KR3748;CCCS(=O)(=O)O[Na]
KR3749;CCl
KR3750;CCN
KR3751;CCN(C)C
KR3752;CCN(C)CC
KR3753;CCN(C)CC(=O)N
KR3754;CCN(CC(O)CO)S(=O)(=O)O
KR3755;CCN(CC)C(=S)N
KR3756;CCN(CC)C=O
KR3757;CCN(CC)CC
KR3758;CCN(CC)CC(=O)N
KR3759;CCN(CC)CC(C)O
KR3760;CCN(CC)CC=O
KR3761;CCN(CC)CCC=O
KR3762;CCN(CC)CCCC(C)N
KR3763;CCN(CC)CCN
KR3764;CCN(CC)CCNC=O
KR3765;CCN(CC)CCOC=O
KR3766;CCN(CC)S(=O)=O
KR3767;CCN(CCO)C=O
KR3768;CCN=C
KR3769;CCN1C(=O)c2cccc3cccc1c23
KR3770;CCN1C(=O)c2ccccc2C1=O
KR3771;CCn1c2ccccc2c3cc(C=NNC=O)ccc13
KR3772;CCN1CCOCC1
KR3773;CCNC
KR3774;CCNC(=NCC)S
KR3775;CCNC(=O)C
KR3776;CCNC(=O)C=C
KR3777;CCNC(=O)CC
KR3778;CCNC(=O)CO
KR3779;CCNC(=O)N
KR3780;CCNC(=S)NC(CC=O)c1ccccc1
KR3781;CCNC=O
KR3782;CCNCC
KR3783;CCNCC(=O)N
KR3784;CCNCC(O)CO
KR3785;CCNCC=O
KR3786;CCNCCO
KR3787;CCNS(=O)=O
KR3788;CCO
KR3789;CCOC
KR3790;CCOC(=O)C
KR3791;CCOC(=O)C(=C)C#N
KR3792;CCOC(=O)C(C)NC(=O)C
KR3793;CCOC(=O)C(C)NC=O
KR3794;CCOC(=O)C=CC
KR3795;CCOC(=O)CC
KR3796;CCOC(=O)CC(=O)N
KR3797;CCOC(=O)CC(=O)OCC
KR3798;CCOC(=O)CC=O
KR3799;CCOC(=O)CCC(=O)N
KR3800;CCOC(=O)CN
KR3801;CCOC(=O)CNC=O
KR3802;CCOC(=O)CS
KR3803;CCOC(=O)N
KR3804;CCOC(=O)NC(N)C(Cl)(Cl)Cl
KR3805;CCOC(=O)NN=C
KR3806;CCOC=O
KR3807;CCOP(=O)(CN)OCC
KR3808;CCOP(=O)(N)OCC
KR3809;CCS
KR3810;CCS(=O)(=O)C(=C(N)N)S(=O)(=O)CC
KR3811;CCS(=O)(=O)CCC(=O)N
KR3812;CCS(=O)(=O)CCC=O
KR3813;CCS(=O)(=O)O
KR3814;CCS(=O)=O
KR3815;CCS=O
KR3816;CCSC
KR3817;CCSC(=N)N
KR3818;CCSC(C)C
KR3819;CCSC=S
KR3820;CCSCC
KR3821;Cl
KR3822;ClC(=C(Cl)COC=O)Cl
KR3823;ClC(=C)Cl
KR3824;ClC(Cl)(Cl)C=O
KR3825;ClC(Cl)(Cl)CNC(=S)Nc1ccc(cc1)S(=O)=O
KR3826;ClC(Cl)(Cl)CNC(=S)Nc1ccc(N=Nc2ccccc2)cc1
KR3827;ClC(Cl)(Cl)CNC(=S)Nc1cccc2ccccc12
KR3828;ClC(Cl)(Cl)CNC(=S)Nc1cccc2cccnc12
KR3829;ClC(Cl)(Cl)CNC(=S)Nc1ccccc1
KR3830;ClC(Cl)(Cl)CNC(=S)Nc1ccccc1C=O
KR3831;ClC(Cl)(Cl)CNC(=S)Nc1sc2CCCCc2c1C=O
KR3832;ClC(Cl)(Cl)CNC=O
KR3833;ClC(Cl)(Cl)CNS(=O)=O
KR3834;ClC(Cl)Cl
KR3835;Clc1c(C=O)sc2ccccc12
KR3836;Clc1cc(Cl)cc(C=O)c1
KR3837;Clc1cc(Cl)cc(Cl)c1
KR3838;Clc1ccc(C=C2SC(=S)NC2=O)cc1
KR3839;Clc1ccc(C=N)c(Cl)c1
KR3840;Clc1ccc(C=N)cc1
KR3841;Clc1ccc(C=NNC=O)c(Cl)c1
KR3842;Clc1ccc(C=NNC=O)cc1
KR3843;Clc1ccc(C=O)c(Cl)c1
KR3844;Clc1ccc(C=O)cc1
KR3845;Clc1ccc(C=O)cc1Cl
KR3846;Clc1ccc(cc1)N2C(=O)CCC2=O
KR3847;Clc1ccc(cc1)N2CCNCC2
KR3848;Clc1ccc(cc1)S(=O)(=O)c2cccc(c2)S(=O)=O
KR3849;Clc1ccc(cc1)S(=O)=O
KR3850;Clc1ccc(cc1Cl)S(=O)(=O)c2cccc(c2)S(=O)=O
KR3851;Clc1ccc(cc1Cl)S(=O)=O
KR3852;Clc1ccc(Cl)c(Cl)c1
KR3853;Clc1ccc(Cl)c(NC(=S)NCC(Cl)(Cl)Cl)c1
KR3854;Clc1ccc(Cl)c(NC=O)c1
KR3855;Clc1ccc(Cl)cc1
KR3856;Clc1ccc(NC=O)c(Cl)c1
KR3857;Clc1ccc(NC=O)cc1
KR3858;Clc1ccc(NC=O)cc1Cl
KR3859;Clc1ccc(NS(=O)=O)cc1
KR3860;Clc1ccc2[nH]c3ccc(Cl)cc3c2c1
KR3861;Clc1ccc2ocnc2c1
KR3862;Clc1cccc(Br)c1
KR3863;Clc1cccc(C=N)c1
KR3864;Clc1cccc(C=O)c1
KR3865;Clc1cccc(c1)N2C(=O)CCC2=O
KR3866;Clc1cccc(Cl)c1
KR3867;Clc1cccc(NC=O)c1
KR3868;Clc1cccc2ccccc12
KR3869;Clc1ccccc1
KR3870;Clc1ccccc1Br
KR3871;Clc1ccccc1C=NNC=O
KR3872;Clc1ccccc1C=O
KR3873;Clc1ccccc1Cl
KR3874;Clc1ccccc1NC=O
KR3875;Clc1ccccc1S(=O)=O
KR3876;Clc1cccnc1
KR3877;Clc1csc2ccccc12
KR3878;Clc1ncnc(Cl)n1
KR3879;Clc1ncncn1
KR3880;ClCC=O
KR3881;ClCCl
KR3882;CN
KR3883;CN(C(=O)CCC(=O)O)C(C)(C)C
KR3884;CN(C)C
KR3885;CN(C)C(=N)C
KR3886;CN(C)C(=N)NC(=N)N
KR3887;CN(C)C(=O)N
KR3888;CN(C)C=N
KR3889;CN(C)C=O
KR3890;CN(C)c1ccc(C=NNC=O)cc1
KR3891;CN(C)c1ccc2ccccc2n1
KR3892;CN(C)c1ccccc1
KR3893;CN(C)CC(=O)N
KR3894;CN(C)CC=O
KR3895;CN(C)CCC=O
KR3896;CN(C)CCCNC(=O)C(=C)NC=O
KR3897;CN(C)CCCNC=O
KR3898;CN(C)CCCOC=O
KR3899;CN(C)CCOC=O
KR3900;CN(C)N1C(=O)CCC1=O
KR3901;CN(C)S(=O)=O
KR3902;CN(C=O)C(C)(C)C
KR3903;CN(C=O)c1ccc(I)cc1
KR3904;CN(CC(O)CO)S(=O)(=O)O
KR3905;CN(CCO)CCO
KR3906;CN(S(=O)=O)C(C)(C)C
KR3907;CN=C
KR3908;CN=c1cc[nH]cc1
KR3909;CN1C(=O)C(=NNC(=O)CO)c2cc(Br)ccc12
KR3910;CN1C(=O)c2ccccc2C1=O
KR3911;CN1C2CCC1CCC2
KR3912;Cn1cc(Br)c(n1)C(=O)N
KR3913;CN1CCc2cc3ccccc3nc12
KR3914;CN1CCCC1
KR3915;CN1CCCCC1
KR3916;Cn1cccn1
KR3917;CN1CCN(CC1)c2ccc(Cl)cc2
KR3918;CN1CCN(CC1)c2ccc(F)cc2
KR3919;CN1CCN(CC1)c2ccccc2
KR3920;CN1CCN(CC1)c2ccccn2
KR3921;CN1CCNCC1
KR3922;CN1CCOCC1
KR3923;Cn1cnc(c1)[N+](=O)[O-]
KR3924;Cn1ncc([N+](=O)[O-])c1C(=O)N
KR3925;Cn1nnc2ccccc12
KR3926;CNC
KR3927;CNC(=N)NC(=N)N
KR3928;CNC(=O)C
KR3929;CNC(=O)C(=C)NC=O
KR3930;CNC(=O)CCC(=O)O
KR3931;CNC(=O)CCl
KR3932;CNC(=O)CO
KR3933;CNC(=O)N
KR3934;CNC(=O)O
KR3935;CNC(=S)NC
KR3936;CNC(C)(C)C
KR3937;CNC(C)C
KR3938;CNC(C)C(=O)O
KR3939;CNC(NC=O)C(Cl)(Cl)Cl
KR3940;CNC=C
KR3941;CNC=C1C(=O)NC(=O)NC1=O
KR3942;CNC=O
KR3943;CNc1ccccc1
KR3944;CNc1ncncn1
KR3945;CNCC(=O)N
KR3946;CNCC(C)O
KR3947;CNCC(O)CO
KR3948;CNCCO
KR3949;CNN
KR3950;CNN=C
KR3951;CNN=C1c2n[nH]nc2C(=NNC)c3n[nH]nc13
KR3952;CNn1cnnc1
KR3953;CNNC(=O)C
KR3954;CNS(=O)(=O)NC(=O)N
KR3955;CNS(=O)=O
KR3956;CO
KR3957;COC
KR3958;COC(=N)c1ccc(C)cc1
KR3959;COC(=O)C
KR3960;COC(=O)C(C)NC(=O)CO
KR3961;COC(=O)C(C)NC=O
KR3962;COC(=O)C(O)C(F)(F)F
KR3963;COC(=O)CCC(=O)N
KR3964;COC(=O)CCC(=O)O
KR3965;COC(=O)CCS(=O)=O
KR3966;COC(=O)CN
KR3967;COC(=O)CO
KR3968;COC(=O)N
KR3969;COC(=O)O
KR3970;COC=NC(NC(=S)N)C(Cl)(Cl)Cl
KR3971;COC=O
KR3972;COc1c(Cl)cc(Cl)cc1C=NNC=O
KR3973;COc1cc(C=NNC=O)ccc1O
KR3974;COc1cc(cc(OC)c1OC)C(=O)N
KR3975;COc1cc(N)nc(OC)n1
KR3976;COc1ccc(C(=NNC=O)C)c(OC)c1
KR3977;COc1ccc(C=C2SC(=S)NC2=O)cc1
KR3978;COc1ccc(C=CC(=O)NC(=S)N)cc1OC
KR3979;COc1ccc(C=NNC(=O)CO)cc1[N+](=O)[O-]
KR3980;COc1ccc(C=NNC=O)c(OC)c1
KR3981;COc1ccc(C=NNC=O)cc1
KR3982;COc1ccc(C=NNC=O)cc1OC
KR3983;COc1ccc(cc1)[N+](=O)[O-]
KR3984;COc1ccc(cc1)C(=NNC=O)C
KR3985;COc1ccc(cc1)C(=O)N
KR3986;COc1ccc(cc1)N2C(=O)CCC2=O
KR3987;COc1ccc(Cl)cc1Cl
KR3988;COc1ccc(N)nn1
KR3989;COc1ccc(OC)cc1
KR3990;COc1ccc2[nH]ccc2c1
KR3991;COc1ccc2ccccc2c1
KR3992;COc1ccc2ccccc2c1C=NNC(=O)CO
KR3993;COc1ccc2sc(C)[nH+]c2c1
KR3994;COc1cccc(Br)c1
KR3995;COc1cccc(C=NNC(=O)CO)c1
KR3996;COc1cccc(c1)[N+](=O)[O-]
KR3997;COc1cccc(c1)C(=O)O
KR3998;COc1cccc(OC)c1
KR3999;COc1cccc(OC)c1OC
KR4000;COc1ccccc1
KR4001;COc1ccccc1C=NNC(=O)CO
KR4002;COc1ccccc1C=NNC=O
KR4003;COc1ccccc1Cl
KR4004;COc1ccccc1N2CCNCC2
KR4005;COc1ccccc1O
KR4006;COc1ccccc1OC
KR4007;COc1cccnn1
KR4008;COc1ccnc(OC)n1
KR4009;COc1cnccn1
KR4010;COc1nc(C)nc(NC=O)n1
KR4011;COc1nccnc1N
KR4012;COc1ncnc(C)n1
KR4013;COc1ncnc(OC)n1
KR4014;COc1ncncn1
KR4015;COCC(C)O
KR4016;COCC(O)CNC(C)C
KR4017;COP(=O)(CN)OC
KR4018;COS(=O)=O
KR4019;CS
KR4020;CS(=O)(=O)c1ccccc1
KR4021;CS(=O)(=O)N
KR4022;CS(=O)(=O)O
KR4023;CS(=O)=O
KR4024;CSC(=N)N
KR4025;CSC(=S)NN=C
KR4026;CS(c1ccc(C)cc1)
KR4027;CS(c1ccc(O)cc1)
KR4028;CS(c1ccccc1)
KR4029;CS(c1nc2ccccc2[nH]1)
KR4030;CSCC(=O)NN=C
KR4031;CSCCCC(=O)O
KR4032;F
KR4033;FC(F)(C=O)C1(F)OC(F)(F)C(F)(F)C1(F)F
KR4034;FC(F)(F)C(F)(F)C(F)(F)OC(F)(C=O)C(F)(F)F
KR4035;FC(F)(F)C(F)(F)C(F)(F)S
KR4036;FC(F)(F)C(F)(F)C=O
KR4037;FC(F)(F)C(Oc1ncnc(OC(C(F)(F)F)C(F)(F)F)n1)C(F)(F)F
KR4038;FC(F)(F)C(Oc1ncncn1)C(F)(F)F
KR4039;FC(F)(F)C=O
KR4040;FC(F)(F)c1ccc(Cl)c(NC(=S)NCC(Cl)(Cl)Cl)c1
KR4041;FC(F)(F)c1ccc(Cl)cc1
KR4042;FC(F)(F)c1ccc(S(c2ccccc2))cc1
KR4043;FC(F)(F)c1ccc2S(c3ccccc3Nc2c1)
KR4044;FC(F)(F)c1cccc(c1)S(=O)=O
KR4045;FC(F)(F)c1cccc(NC=O)c1
KR4046;FC(F)(F)c1ccccc1
KR4047;FC(F)(F)CCS
KR4048;FC(F)(F)COc1ncncn1
KR4049;FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C=O
KR4050;FC(F)(F)S
KR4051;FC(F)(F)S(=O)=O
KR4052;FC(F)C(F)F
KR4053;FC(F)F
KR4054;Fc1cc(F)c(F)c(F)c1F
KR4055;Fc1cc(F)c(F)cc1F
KR4056;Fc1ccc(C=C2SC(=S)NC2=O)cc1
KR4057;Fc1ccc(C=NNC=O)cc1
KR4058;Fc1ccc(C=O)c(C=O)c1
KR4059;Fc1ccc(C=O)cc1
KR4060;Fc1ccc(C=O)cc1F
KR4061;Fc1ccc(cc1)N2CCNCC2
KR4062;Fc1ccc(NC=O)cc1
KR4063;Fc1ccc2c(Cl)csc2c1
KR4064;Fc1cccc(C=O)c1
KR4065;Fc1cccc(F)c1
KR4066;Fc1cccc(F)c1C=O
KR4067;Fc1ccccc1
KR4068;Fc1ccccc1C=N
KR4069;Fc1ccccc1C=NNC=O
KR4070;Fc1ccccc1C=O
KR4071;Fc1ccccc1Cl
KR4072;FC1OC(F)(F)C(F)(F)C1(F)F
KR4073;FCC=O
KR4074;I
KR4075;Ic1ccc(NC=O)cc1
KR4076;Ic1cccc(C=O)c1
KR4077;Ic1ccccc1
KR4078;Ic1ccccc1C=O
KR4079;Ic1cn[nH]c1
KR4080;N
KR4081;N#Cc1ccccc1
KR4082;N#CCC#N
KR4083;N(=Nc1ccccc1)c2ccccc2
KR4084;N(=Nc1ccccc1)c2nc3ccccc3s2
KR4085;N(N=Cc1ccco1)c2ncncn2
KR4086;N=[N+]=[N-]
KR4087;N=C(C=O)c1ccccc1
KR4088;N=C(c1ccccc1)c2ccccc2
KR4089;N=C(Nc1ccccc1)SCC=O
KR4090;N=c1[nH]c(cs1)c2ccccc2
KR4091;N=c1[nH]c2ccccc2[nH]1
KR4092;N=c1[nH]c2CCCCc2s1
KR4093;N=c1[nH]ccs1
KR4094;N=C1C(=O)Nc2ccccc12
KR4095;N=c1c2CCCc2[nH]c3ccccc13
KR4096;N=C1CC(=O)c2ccccc12
KR4097;N=C1CC(=O)NC(=O)N1
KR4098;N=c1cc[nH]c2ccccc12
KR4099;N=c1cc[nH]cc1
KR4100;N=c1cccc[nH]1
KR4101;N=C1CCCc2ccccc2N1
KR4102;N=C1NC(=O)CS1
KR4103;N=c1nccc[nH]1
KR4104;N=c1ncccn1CC=O
KR4105;N=Cc1c[nH]c2ccccc12
KR4106;N=Cc1c2ccccc2cc3ccccc13
KR4107;N=Cc1ccc(C#Cc2ccccc2)cc1
KR4108;N=Cc1ccc(C=N)cc1
KR4109;N=Cc1ccc[nH]1
KR4110;N=Cc1ccc2[nH]c3ccccc3c2c1
KR4111;N=Cc1ccc2OCOc2c1
KR4112;N=Cc1cccc2ccccc12
KR4113;N=Cc1ccccc1
KR4114;N=Cc1cccnc1
KR4115;N=Cc1ccco1
KR4116;N=N
KR4117;N=O
KR4118;N1C(Nc2ccccc12)c3ccccc3
KR4119;N1C=CC2C=CC=CC12
KR4120;N1c2ccccc2C=Cc3ccccc13
KR4121;N1c2ccccc2S(c3ccccc13)
KR4122;NC(=N)N
KR4123;NC(=N)NC(=N)N
KR4124;NC(=N)NC(=O)N
KR4125;NC(=N)NCCCC(NC=O)C(=O)N
KR4126;NC(=N)NN=C
KR4127;NC(=N)S
KR4128;NC(=N)SCC=O
KR4129;NC(=Nc1ccccc1)S
KR4130;NC(=O)C(=C)C#N
KR4131;NC(=O)C(=O)NN=C1C(=O)Nc2ccccc12
KR4132;NC(=O)C(C(C(=O)O)C(=O)O)C(=O)O
KR4133;NC(=O)C(C=O)S(=O)=O
KR4134;NC(=O)C(Cl)(Cl)Cl
KR4135;NC(=O)C(F)(F)C(F)(F)F
KR4136;NC(=O)C(F)(F)F
KR4137;NC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F
KR4138;NC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
KR4139;NC(=O)C=C
KR4140;NC(=O)C=CC(=O)O
KR4141;NC(=O)C=Cc1cccc(c1)[N+](=O)[O-]
KR4142;NC(=O)C=Cc1ccccc1
KR4143;NC(=O)C1(CC2CC3CC(C2)C1)C3
KR4144;NC(=O)C1C(C2CC1C=C2)C(=O)O
KR4145;NC(=O)c1c(cccc1[N+](=O)[O-])C(=O)O
KR4146;NC(=O)C1C2CCCCC12
KR4147;NC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
KR4148;NC(=O)c1cc(ccc1Cl)[N+](=O)[O-]
KR4149;NC(=O)C1CC1(c2ccccc2)c3ccccc3
KR4150;NC(=O)C1CC1c2ccccc2
KR4151;NC(=O)C1CC21CCC2
KR4152;NC(=O)c1cc2ccccc2oc1=O
KR4153;NC(=O)c1ccc(Br)cc1
KR4154;NC(=O)c1ccc(Br)o1
KR4155;NC(=O)c1ccc(cc1)[N+](=O)[O-]
KR4156;NC(=O)c1ccc(cc1)c2ccccc2
KR4157;NC(=O)c1ccc(cc1)N2C(=O)c3ccccc3C2=O
KR4158;NC(=O)c1ccc(cc1C(=O)O)[N+](=O)[O-]
KR4159;NC(=O)c1ccc(Cl)cc1
KR4160;NC(=O)c1ccc(Cl)cc1Cl
KR4161;NC(=O)c1ccc(F)c(F)c1
KR4162;NC(=O)c1ccc(F)cc1
KR4163;NC(=O)c1ccc(N)cc1
KR4164;NC(=O)C1CCC=CC1
KR4165;NC(=O)c1ccc2C(=O)N(C(=O)c2c1)c3ccccc3
KR4166;NC(=O)c1cccc(Br)c1
KR4167;NC(=O)c1cccc(c1)[N+](=O)[O-]
KR4168;NC(=O)c1cccc2ccccc12
KR4169;NC(=O)C1CCCCC1
KR4170;NC(=O)c1ccccc1[N+](=O)[O-]
KR4171;NC(=O)c1ccccc1Br
KR4172;NC(=O)c1ccccc1C(=O)O
KR4173;NC(=O)c1ccccc1Cl
KR4174;NC(=O)c1ccccc1F
KR4175;NC(=O)c1cccnc1
KR4176;NC(=O)c1ccco1
KR4177;NC(=O)c1cccs1
KR4178;NC(=O)c1ccncc1
KR4179;NC(=O)c1csc2CCCCc12
KR4180;NC(=O)c1nccnc1C(=O)O
KR4181;NC(=O)CC(=O)N
KR4182;NC(=O)CC=O
KR4183;NC(=O)CCC(=O)O
KR4184;NC(=O)CCC(=O)OCC(=C(Cl)Cl)Cl
KR4185;NC(=O)CCCC(=O)O
KR4186;NC(=O)CCCC(=O)OCC#C
KR4187;NC(=O)CCCCCCC(=O)N
KR4188;NC(=O)CCCO
KR4189;NC(=O)CCl
KR4190;NC(=O)CCNC(=O)C(F)(F)F
KR4191;NC(=O)CO
KR4192;NC(=O)CS
KR4193;NC(=O)N
KR4194;NC(=O)NC(=O)C(Cl)(Cl)Cl
KR4195;NC(=O)NC(=O)N
KR4196;NC(=O)NC(CC=O)C(Cl)(Cl)Cl
KR4197;NC(=O)NC=O
KR4198;NC(=O)NN=C
KR4199;NC(=O)NN=C1C(=O)Nc2ccccc12
KR4200;NC(=O)NN=Cc1ccccc1
KR4201;NC(=O)NNC=O
KR4202;NC(=O)NO
KR4203;NC(=O)NS(=O)(=O)N
KR4204;NC(=O)NS(=O)=O
KR4205;NC(=O)O
KR4206;NC(=O)OCCNS(=O)=O
KR4207;NC(=O)ON=C
KR4208;NC(=O)SCC=O
KR4209;NC(=S)N
KR4210;NC(=S)NC(=O)C=C
KR4211;NC(=S)NC(=O)C=Cc1ccc(F)cc1
KR4212;NC(=S)NC(=O)C=Cc1ccccc1
KR4213;NC(=S)NC(=O)C=Cc1ccco1
KR4214;NC(=S)NC(NC(=O)C=C)C(Cl)(Cl)Cl
KR4215;NC(=S)NC(NC(=O)C=Cc1ccccc1)C(Cl)(Cl)Cl
KR4216;NC(=S)NC(NC(=O)CF)C(Cl)(Cl)Cl
KR4217;NC(=S)NC(NC=O)C(Cl)(Cl)Cl
KR4218;NC(=S)NC=O
KR4219;NC(=S)Nc1ccc(cc1)S(=O)=O
KR4220;NC(=S)NCC=O
KR4221;NC(=S)NN=C
KR4222;NC(=S)NN=C1C(=O)Nc2ccccc12
KR4223;NC(=S)NNC=O
KR4224;NC(=S)SCC=O
KR4225;NC(CO)CO
KR4226;NC(NC(=O)CF)C(Cl)(Cl)Cl
KR4227;NC(NC(=O)N)C(Cl)(Cl)Cl
KR4228;NC(NC=O)C(Br)(Br)Br
KR4229;NC(NC=O)C(Cl)(Cl)Cl
KR4230;NC(NC=O)C=O
KR4231;NC=C
KR4232;NC=C1C(=O)CCCC1=O
KR4233;NC=C1C(=O)CNC1=O
KR4234;NC=C1C(=O)N(C(=O)c2ccccc12)c3ccccc3
KR4235;NC=C1C(=O)NC(=O)NC1=O
KR4236;NC=C1SC(=S)NC1=O
KR4237;NC=O
KR4238;NC=S
KR4239;NC1=CC(=O)c2ccccc2C1=O
KR4240;Nc1ccc([N+](=O)[O-])c2nonc12
KR4241;Nc1ccc(Br)cc1
KR4242;Nc1ccc(Br)cc1C=O
KR4243;Nc1ccc(C=O)cc1
KR4244;Nc1ccc(cc1)[N+](=O)[O-]
KR4245;Nc1ccc(cc1)C(=O)O
KR4246;Nc1ccc(cc1)S(=O)(=O)N
KR4247;Nc1ccc(cc1)S(=O)=O
KR4248;Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
KR4249;Nc1ccc(Cl)c(Cl)c1
KR4250;Nc1ccc(Cl)cc1
KR4251;Nc1ccc(Cl)cc1C=O
KR4252;Nc1ccc(F)cc1
KR4253;Nc1ccc(I)cc1
KR4254;Nc1ccc(O)cc1
KR4255;Nc1ccc2ccccc2c1
KR4256;Nc1cccc(c1)[N+](=O)[O-]
KR4257;Nc1cccc(c1)C(=O)O
KR4258;Nc1cccc(c1)C(F)(F)F
KR4259;Nc1cccc(Cl)c1
KR4260;Nc1cccc(O)c1
KR4261;NC1CCCC1
KR4262;Nc1cccc2ccccc12
KR4263;Nc1cccc2cccnc12
KR4264;NC1CCCCC1
KR4265;Nc1ccccc1[N+](=O)[O-]
KR4266;Nc1ccccc1C(=O)O
KR4267;Nc1ccccc1Cl
KR4268;Nc1ccccc1O
KR4269;Nc1ccccn1
KR4270;Nc1cnc2ccccc2n1
KR4271;Nc1cnon1
KR4272;Nc1nc(Cl)nc(Cl)n1
KR4273;Nc1nc(cs1)c2ccccc2
KR4274;Nc1ncccn1
KR4275;Nc1nccs1
KR4276;Nc1ncn[nH]1
KR4277;Nc1ncnc(Cl)n1
KR4278;Nc1ncnc(n1)N2CCOCC2
KR4279;Nc1ncncn1
KR4280;Nc1nncs1
KR4281;NCC(=O)N
KR4282;NCC(=O)NN=C
KR4283;NCC(=O)O
KR4284;NCC(O)CO
KR4285;NCC=C
KR4286;NCC=O
KR4287;NCc1ccccc1
KR4288;NCc1ccco1
KR4289;NCc1ccncc1
KR4290;NCCC(=O)O
KR4291;NCCC=O
KR4292;NCCCC(=O)O
KR4293;NCCCO
KR4294;NCCN
KR4295;NCCO
KR4296;NCCS
KR4297;NCN1C(=O)c2ccccc2C1=O
KR4298;NCN1C(=O)CCC1=O
KR4299;NCn1cnc2ccccc12
KR4300;NCn1nnc2ccccc12
KR4301;NN
KR4302;NN=C
KR4303;NN=C1C(=O)NC(=O)NC1=O
KR4304;NN=C1C(=O)NC(=S)NC1=O
KR4305;NN=C1C(=O)Nc2ccccc12
KR4306;NN=C1C(C(=NN)c2ccccc12)c3ccccc3
KR4307;NN=C1C=NN(C1=O)c2ccccc2
KR4308;NN=C1C=NN(C1=O)c2nc(cs2)c3ccccc3
KR4309;NN=C1C=NNC1=O
KR4310;NN=CN=N
KR4311;NN=N
KR4312;Nn1cnnc1
KR4313;NNC(=O)c1ccccc1
KR4314;NNC(=O)CO
KR4315;NNC(=O)N
KR4316;NNC(=S)N
KR4317;NNC=O
KR4318;NNc1ccccc1
KR4319;NNS(=O)=O
KR4320;NS
KR4321;NS(=O)(=O)c1ccc(Br)cc1
KR4322;NS(=O)(=O)c1ccc(cc1)[N+](=O)[O-]
KR4323;NS(=O)(=O)c1ccc(cc1)c2ccccc2
KR4324;NS(=O)(=O)c1ccc(Cl)cc1
KR4325;NS(=O)(=O)c1cccc2nsnc12
KR4326;NS(=O)(=O)c1ccccc1
KR4327;NS(=O)(=O)c1ccccc1[N+](=O)[O-]
KR4328;NS(=O)=O
KR4329;NS=O
KR4330;NS(c1ccccc1[N+](=O)[O-])
KR4331;O
KR4332;O[NH2]=O
KR4333;O=[SH2]=O
KR4334;O=C(C(=O)c1ccccc1)c2ccccc2
KR4335;O=C(C=Cc1ccccc1)c2ccccc2
KR4336;O=C(c1ccccc1)c2ccccc2
KR4337;O=C(c1ccccc1)c2cnncc2
KR4338;O=C(NN=Cc1ccccc1)c2ccccc2
KR4339;O=C(NNC(=O)c1ccccc1)c2ccccc2
KR4340;O=c1[nH][nH]c(=O)c2ccccc12
KR4341;O=c1[nH]c(=O)[nH]c(=O)[nH]1
KR4342;O=c1[nH]c(=O)c2[nH]cnc2[nH]1
KR4343;O=c1[nH]c(=O)c2cc3c(=O)[nH]c(=O)c3cc12
KR4344;O=c1[nH]c(=O)c2nc3ccccc3nc2[nH]1
KR4345;O=c1[nH]c(nc2ccccc12)c3ccccc3
KR4346;O=c1[nH]c2ccccc2[nH]1
KR4347;O=c1[nH]c2ccccc2o1
KR4348;O=c1[nH]cnc2ccccc12
KR4349;O=c1[nH]cnc2n(cnc12)C3CCCO3
KR4350;O=c1[nH]cnc2sc3CCCCc3c12
KR4351;O=c1[nH]ncc2ccccc12
KR4352;O=C1C(=Cc2ccccc12)c3ccccc3
KR4353;O=C1C(C(=O)c2ccccc12)C3=CC(C(N=N3)c4ccccc4)c5ccccc5
KR4354;O=C1C(C(=O)c2ccccc12)c3ccccc3
KR4355;O=c1c(coc2ccccc12)c3ccc4OCCOc4c3
KR4356;O=c1c(coc2ccccc12)c3ccccc3
KR4357;O=c1c(coc2ccccc12)c3nc4ccccc4[nH]3
KR4358;O=C1C=C(C(=O)c2ccccc12)c3ccccc3
KR4359;O=C1C=CC(=O)C=C1
KR4360;O=C1C=CC(=O)c2ccccc12
KR4361;O=C1C=CC(=O)N1c2ccccc2
KR4362;O=C1C2C(C(C=CC2c3ccccc3)c4ccccc4)C(=O)N1c5ccccc5
KR4363;O=C1C2C(C3C=CC2C4C3C(=O)N(C4=O)c5ccccc5)C(=O)N1c6ccccc6
KR4364;O=C1C2C(C3c4ccccc4C2c5ccccc35)C(=O)N1c6ccccc6
KR4365;O=C1C2C3CC(C=C3)C2C(=O)N1c4ccccc4
KR4366;O=C1C2C3OC(C=C3)C2C(=O)N1c4ccccc4
KR4367;O=c1c2cccc3cccc(c4nc5ccccc5n14)c32
KR4368;O=C1c2ccccc2C(=O)c3ccccc13
